epoch,loss,val_loss
75,4.761045932769775,3.5849483013153076
76,3.1719796657562256,3.411041736602783
77,2.918823003768921,3.0911853313446045
78,2.811870813369751,3.5149357318878174
79,2.7024319171905518,3.187586545944214
80,2.5461809635162354,3.004167079925537
81,2.4248952865600586,2.8567402362823486
82,2.359229326248169,2.9341609477996826
83,2.3488125801086426,2.8339359760284424
84,2.3352203369140625,2.817426919937134
85,2.319230318069458,2.8683502674102783
86,2.2477948665618896,2.8778738975524902
87,2.25229549407959,2.869584321975708
88,2.1985812187194824,2.830289125442505
89,2.2176032066345215,2.9091639518737793
90,2.201627254486084,2.929884433746338
91,2.161252498626709,2.811660051345825
92,2.187514305114746,2.850560426712036
93,2.173859119415283,2.794562339782715
94,2.1212849617004395,2.714585304260254
95,2.099627733230591,2.7340028285980225
96,2.1013166904449463,2.718508005142212
97,2.0916497707366943,2.728588581085205
98,2.050997257232666,2.712653398513794
99,2.0887398719787598,2.663154125213623
