epoch,loss,val_loss
10,11.574076652526855,8.292291641235352
11,8.347169876098633,7.433983325958252
12,8.000320434570312,7.147055625915527
13,7.585038661956787,6.288702964782715
14,6.790458679199219,5.805852890014648
15,6.333362102508545,5.007412910461426
16,5.625227451324463,4.5541791915893555
17,5.2443108558654785,4.380814075469971
18,4.947309970855713,4.184935569763184
19,4.7546844482421875,4.11879825592041
20,4.463968276977539,4.096098899841309
21,4.2322540283203125,3.9204635620117188
22,4.03208065032959,4.016530990600586
23,3.875666379928589,3.9117844104766846
24,3.8613247871398926,4.002779483795166
25,3.863722801208496,3.84454607963562
26,3.6330056190490723,3.805938243865967
27,3.478821277618408,3.7280428409576416
28,3.505005121231079,3.5852911472320557
29,3.4216370582580566,3.374586820602417
30,3.2613818645477295,3.4385569095611572
31,3.216503858566284,3.440932512283325
32,3.1763603687286377,3.4093496799468994
33,3.173602342605591,3.1775059700012207
34,3.078190326690674,3.570713758468628
35,3.0850439071655273,3.291914939880371
36,3.045104742050171,3.279507875442505
37,2.957456350326538,3.140948534011841
38,2.95328426361084,3.361315965652466
39,2.8702213764190674,3.17952823638916
40,2.9271864891052246,3.3173015117645264
41,2.8456621170043945,3.164295196533203
42,2.812971591949463,3.26676607131958
43,2.84067702293396,3.479984760284424
44,2.869537353515625,3.2704362869262695
45,2.6978464126586914,3.214970827102661
46,2.7046573162078857,3.203686475753784
47,2.7196547985076904,3.0650548934936523
48,2.699368715286255,3.2811954021453857
49,2.6591970920562744,3.0596344470977783
50,2.702479362487793,3.333204746246338
51,2.626814842224121,3.135389566421509
52,2.6694695949554443,2.9662959575653076
53,2.5822463035583496,3.166466236114502
54,2.6105291843414307,2.9670567512512207
55,2.646637201309204,3.209226369857788
56,2.563081979751587,3.1252713203430176
57,2.510402202606201,3.052849054336548
58,2.511254072189331,3.039910316467285
59,2.550095796585083,3.0723769664764404
60,2.5180680751800537,3.1710031032562256
61,2.454073905944824,3.1182663440704346
62,2.502838611602783,2.99918794631958
63,2.455352306365967,3.1126739978790283
64,2.52154278755188,3.061443328857422
65,2.4592700004577637,3.2653119564056396
66,2.4444661140441895,3.0887577533721924
67,2.4469382762908936,2.8945322036743164
68,2.3924593925476074,2.9801673889160156
69,2.3289036750793457,2.976201295852661
